id,prediction
812,1
813,1
814,1
815,0
816,0
817,0
818,0
819,0
820,1
821,0
822,1
823,1
824,0
825,0
826,0
827,0
828,0
829,1
830,0
831,1
832,1
833,1
834,0
835,0
836,0
837,0
838,1
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,1
847,0
848,0
849,1
850,1
851,1
852,0
853,0
854,0
855,0
856,1
857,0
858,1
859,1
860,0
861,0
862,0
863,0
864,1
865,0
866,0
867,0
868,0
869,0
870,0
871,1
872,1
873,1
874,1
875,0
876,1
877,0
878,1
879,1
880,0
881,1
882,0
883,0
884,1
885,1
886,1
887,1
888,1
889,0
890,0
891,0
892,1
893,1
894,1
895,1
896,1
897,0
898,1
899,0
900,0
901,1
902,0
903,0
904,1
905,0
906,0
907,1
908,0
909,0
910,1
911,0
912,0
913,0
914,0
915,1
916,0
917,0
918,1
919,0
920,1
921,0
922,1
923,0
924,0
925,1
926,0
927,0
928,1
929,1
930,0
931,1
932,0
933,1
934,0
935,1
936,1
937,1
938,1
939,0
940,0
941,1
942,1
943,0
944,1
945,0
946,0
947,0
948,1
949,0
950,1
951,0
952,1
953,1
954,1
955,1
956,1
957,1
958,1
959,0
960,1
961,1
962,1
963,0
964,0
965,1
966,0
967,1
968,0
969,0
970,1
971,0
972,0
973,1
974,1
975,0
976,0
977,0
978,1
979,1
980,1
981,0
982,0
983,0
984,1
985,1
986,1
987,1
988,0
989,1
990,0
991,0
992,1
993,0
994,1
995,1
996,0
997,1
998,1
999,1
1000,0
1001,1
1002,0
1003,0
1004,1
1005,0
1006,0
1007,1
1008,1
1009,0
1010,0
1011,1
1012,1
1013,1
1014,1
1015,0
1016,1
1017,0
1018,0
1019,0
1020,1
1021,0
1022,0
1023,0
1024,1
1025,1
1026,0
1027,1
1028,0
1029,1
1030,1
1031,1
1032,1
1033,0
1034,1
1035,1
1036,1
1037,1
1038,1
1039,0
1040,1
1041,1
1042,1
1043,0
1044,1
1045,0
1046,0
1047,0
1048,0
1049,1
1050,1
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,0
1059,0
1060,1
1061,1
1062,0
1063,0
1064,1
1065,1
1066,0
1067,0
1068,1
1069,1
1070,0
1071,1
1072,0
1073,0
1074,1
1075,1
1076,0
1077,1
1078,1
1079,0
1080,0
1081,1
1082,1
1083,1
1084,1
1085,0
1086,1
1087,0
1088,1
1089,0
1090,0
1091,1
1092,0
1093,0
1094,1
1095,1
1096,1
1097,0
1098,1
1099,0
1100,1
1101,1
1102,1
1103,1
1104,0
1105,0
1106,0
1107,1
1108,0
1109,0
1110,1
1111,1
1112,0
1113,0
1114,1
1115,1
1116,1
1117,0
1118,1
1119,1
1120,1
1121,1
1122,0
1123,1
1124,0
1125,1
1126,0
1127,1
1128,0
1129,1
1130,1
1131,0
1132,0
1133,1
1134,0
1135,1
1136,0
1137,1
1138,0
1139,0
1140,0
1141,0
1142,0
1143,1
1144,0
1145,0
1146,1
1147,0
1148,1
1149,0
1150,1
1151,1
1152,0
1153,0
1154,1
1155,1
1156,1
1157,1
1158,1
1159,0
1160,0
1161,1
1162,0
1163,1
1164,0
1165,0
1166,0
1167,1
1168,0
1169,0
1170,0
1171,1
1172,0
1173,0
1174,0
1175,0
1176,1
1177,1
1178,0
1179,1
1180,0
1181,1
1182,0
1183,1
1184,0
1185,1
1186,1
1187,0
1188,1
1189,0
1190,0
1191,0
1192,1
1193,0
1194,0
1195,0
1196,0
1197,1
1198,1
1199,0
1200,0
1201,0
1202,0
1203,0
1204,1
1205,0
1206,0
1207,1
1208,1
1209,0
1210,1
1211,1
1212,1
1213,0
1214,0
1215,1
1216,0
1217,0
1218,1
1219,0
1220,1
1221,1
1222,1
1223,0
1224,1
1225,1
1226,0
1227,0
1228,0
1229,0
1230,1
1231,1
1232,1
1233,1
1234,0
1235,1
1236,1
1237,0
1238,0
1239,0
1240,1
1241,1
1242,0
1243,1
1244,1
1245,0
1246,0
1247,1
1248,0
1249,0
1250,1
1251,1
1252,1
1253,1
1254,0
1255,0
1256,0
1257,0
1258,1
1259,0
1260,0
1261,0
1262,1
1263,1
1264,1
1265,1
1266,0
1267,1
1268,0
1269,0
1270,1
1271,0
1272,0
1273,0
1274,0
1275,0
1276,1
1277,1
1278,1
1279,1
1280,0
1281,0
1282,1
1283,0
1284,1
1285,0
1286,1
1287,1
1288,0
1289,1
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,0
1298,0
1299,1
1300,0
1301,0
1302,0
1303,0
1304,0
1305,1
1306,1
1307,1
1308,0
1309,1
1310,1
1311,0
1312,1
1313,1
1314,1
1315,0
1316,1
1317,0
1318,1
1319,0
1320,0
1321,0
1322,1
1323,0
1324,1
1325,1
1326,0
1327,1
1328,1
1329,1
1330,0
1331,0
1332,1
1333,0
1334,0
1335,1
1336,0
1337,0
1338,1
1339,1
1340,0
1341,0
1342,0
1343,1
1344,0
1345,0
1346,1
1347,1
1348,1
1349,0
1350,0
1351,0
1352,1
1353,0
1354,0
1355,1
1356,0
1357,1
1358,1
1359,1
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,1
1369,1
1370,1
1371,1
1372,1
1373,0
1374,0
1375,1
1376,1
1377,1
1378,1
1379,1
1380,0
1381,1
1382,1
1383,0
1384,0
1385,1
1386,0
1387,0
1388,0
1389,1
1390,1
1391,0
1392,1
1393,0
1394,1
1395,1
1396,1
1397,1
1398,1
1399,1
1400,1
1401,0
1402,1
1403,1
1404,1
1405,1
1406,0
1407,1
1408,0
1409,0
1410,1
1411,0
1412,1
1413,0
1414,0
1415,1
1416,0
1417,0
1418,1
1419,1
1420,1
1421,0
1422,1
1423,1
1424,0
1425,0
1426,0
1427,0
1428,1
1429,1
1430,1
1431,1
1432,0
1433,0
1434,0
1435,1
1436,1
1437,1
1438,1
1439,1
1440,0
1441,0
1442,0
1443,1
1444,0
1445,0
1446,1
1447,1
1448,1
1449,1
1450,1
1451,0
1452,0
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,0
1460,1
1461,1
1462,1
1463,1
1464,0
1465,1
1466,1
1467,1
1468,1
1469,0
1470,1
1471,1
1472,0
1473,1
1474,0
1475,0
1476,0
1477,1
1478,0
1479,0
1480,1
1481,0
1482,0
1483,1
1484,0
1485,0
1486,1
1487,1
1488,0
1489,1
1490,1
1491,1
1492,0
1493,1
1494,0
1495,1
1496,0
1497,1
1498,0
1499,0
1500,1
1501,1
1502,1
1503,1
1504,1
1505,1
1506,0
1507,1
1508,1
1509,1
1510,0
1511,0
1512,1
1513,0
1514,1
1515,0
1516,0
1517,0
1518,1
1519,0
1520,0
1521,1
1522,0
1523,0
1524,1
1525,1
1526,0
1527,0
1528,1
1529,1
1530,1
1531,1
1532,0
1533,0
1534,0
1535,0
1536,0
1537,1
1538,1
1539,1
1540,1
1541,0
1542,1
1543,1
1544,1
1545,0
1546,1
1547,1
1548,0
1549,0
1550,1
1551,1
1552,1
1553,0
1554,1
1555,1
1556,0
1557,0
1558,1
1559,0
1560,0
1561,1
1562,1
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,1
1570,1
1571,1
1572,0
1573,0
1574,0
1575,1
1576,1
1577,0
1578,0
1579,0
1580,0
1581,1
1582,0
1583,1
1584,0
1585,0
1586,0
1587,0
1588,1
1589,1
1590,1
1591,0
1592,0
1593,0
1594,1
1595,1
1596,1
1597,0
1598,1
1599,0
1600,1
1601,0
1602,0
1603,1
1604,0
1605,1
1606,1
1607,1
1608,1
1609,0
1610,0
1611,1
1612,1
1613,1
1614,1
1615,1
1616,0
1617,1
1618,1
1619,0
1620,1
1621,1
1622,0
1623,0
1624,0
1625,1
1626,1
1627,1
1628,0
1629,1
1630,1
1631,1
1632,1
1633,0
1634,1
1635,1
1636,0
1637,0
1638,0
1639,1
1640,1
1641,1
1642,1
1643,0
1644,1
1645,0
1646,0
1647,1
1648,0
1649,1
1650,0
1651,1
1652,1
1653,1
1654,0
1655,0
1656,0
1657,0
1658,0
1659,1
1660,0
1661,0
1662,0
1663,0
1664,1
1665,0
1666,0
1667,0
1668,0
1669,1
1670,0
1671,1
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,1
1680,1
1681,0
1682,1
1683,0
1684,0
1685,1
1686,1
1687,0
1688,0
1689,0
1690,0
1691,0
1692,1
1693,0
1694,0
1695,0
1696,1
1697,0
1698,1
1699,1
1700,0
1701,1
1702,0
1703,1
1704,1
1705,1
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,1
1714,1
1715,1
1716,0
1717,1
1718,1
1719,0
1720,0
1721,0
1722,1
1723,1
1724,1
1725,0
1726,1
1727,0
1728,1
1729,0
1730,0
1731,0
1732,1
1733,0
1734,1
1735,0
1736,1
1737,0
1738,1
1739,0
1740,0
1741,1
1742,0
1743,0
1744,0
1745,1
1746,0
1747,0
1748,0
1749,1
1750,1
1751,0
1752,1
1753,1
1754,0
1755,1
1756,1
1757,1
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,1
1766,1
1767,1
1768,0
1769,1
1770,0
1771,0
1772,1
1773,1
1774,1
1775,0
1776,1
1777,1
1778,1
1779,1
1780,0
1781,1
1782,1
1783,0
1784,1
1785,0
1786,1
1787,0
1788,1
1789,1
1790,0
1791,0
1792,1
1793,0
1794,1
1795,1
1796,0
1797,0
1798,0
1799,0
1800,1
1801,1
1802,0
1803,1
1804,1
1805,0
1806,0
1807,1
1808,1
1809,1
1810,0
1811,1
1812,0
1813,1
1814,0
1815,1
1816,1
1817,1
1818,1
1819,1
1820,0
1821,0
1822,0
1823,0
1824,1
1825,1
1826,0
1827,0
1828,0
1829,1
1830,1
1831,0
1832,0
1833,0
1834,1
1835,0
1836,1
1837,0
1838,1
1839,1
1840,1
1841,1
1842,1
1843,0
1844,1
1845,0
1846,0
1847,1
1848,0
1849,1
1850,1
1851,0
1852,0
1853,0
1854,1
1855,1
1856,0
1857,1
1858,1
1859,1
1860,0
1861,0
1862,0
1863,1
1864,1
1865,0
1866,0
1867,0
1868,0
1869,0
1870,1
1871,0
1872,0
1873,0
1874,0
1875,1
1876,0
1877,0
1878,1
1879,1
1880,1
1881,1
1882,0
1883,0
1884,0
1885,0
1886,1
1887,1
1888,1
1889,0
1890,0
1891,1
1892,0
1893,1
1894,0
1895,1
1896,0
1897,0
1898,1
1899,0
1900,1
1901,1
1902,0
1903,0
1904,1
1905,1
1906,0
1907,1
1908,0
1909,1
1910,1
1911,0
1912,0
1913,0
1914,1
1915,1
1916,0
1917,0
1918,0
1919,0
1920,0
1921,1
1922,1
1923,0
1924,0
1925,1
1926,1
1927,0
1928,0
1929,1
1930,1
1931,0
1932,1
1933,0
1934,0
1935,1
1936,0
1937,0
1938,0
1939,1
1940,0
1941,0
1942,0
1943,1
1944,1
1945,1
1946,0
1947,1
1948,0
1949,0
1950,0
1951,1
1952,0
1953,1
1954,1
1955,1
1956,0
1957,1
1958,0
1959,0
1960,1
1961,1
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,1
1969,1
1970,1
1971,0
1972,1
1973,0
1974,1
1975,0
1976,0
1977,1
1978,1
1979,1
1980,0
1981,0
1982,1
1983,0
1984,1
1985,0
1986,0
1987,1
1988,0
1989,1
1990,1
1991,0
1992,0
1993,0
1994,1
1995,0
1996,0
1997,0
1998,1
1999,0
2000,0
2001,0
2002,1
2003,1
2004,0
2005,0
2006,1
2007,0
2008,0
2009,0
2010,0
2011,0
2012,1
2013,0
2014,1
2015,0
2016,0
2017,0
2018,0
2019,1
2020,0
2021,0
2022,1
2023,0
2024,0
2025,1
2026,0
2027,0
2028,0
2029,1
2030,0
2031,0
2032,0
2033,1
2034,1
2035,0
2036,1
2037,0
2038,0
2039,0
2040,0
2041,0
2042,1
2043,0
2044,1
2045,1
2046,1
2047,0
2048,1
2049,1
2050,1
2051,0
2052,0
2053,0
2054,1
2055,1
2056,0
2057,0
2058,0
2059,0
2060,1
2061,0
2062,1
2063,1
2064,1
2065,1
2066,1
2067,0
2068,1
2069,0
2070,1
2071,1
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,1
2079,1
2080,0
2081,1
2082,1
2083,1
2084,0
2085,0
2086,0
2087,0
2088,1
2089,1
2090,0
2091,0
2092,0
2093,1
2094,0
2095,1
2096,0
2097,1
2098,1
2099,1
2100,1
2101,0
2102,1
2103,1
2104,0
2105,1
2106,1
2107,1
2108,0
2109,0
2110,0
2111,0
2112,1
2113,0
2114,0
2115,1
2116,1
2117,1
2118,0
2119,1
2120,1
2121,1
2122,1
2123,1
2124,1
2125,1
2126,0
2127,0
2128,1
2129,1
2130,0
2131,1
2132,1
2133,1
2134,1
2135,0
2136,0
2137,1
2138,0
2139,1
2140,0
2141,0
2142,1
2143,1
2144,0
2145,0
2146,1
2147,1
2148,0
2149,0
2150,0
2151,1
2152,1
2153,1
2154,1
2155,0
2156,0
2157,1
2158,0
2159,0
2160,1
2161,0
2162,1
2163,1
2164,0
2165,0
2166,0
2167,0
2168,1
2169,0
2170,0
2171,0
2172,1
2173,1
2174,1
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,0
2182,1
2183,1
2184,0
2185,1
2186,1
2187,0
2188,0
2189,1
2190,0
2191,0
2192,0
2193,0
2194,1
2195,0
2196,0
2197,0
2198,1
2199,1
2200,0
2201,1
2202,1
2203,0
2204,0
2205,1
2206,0
2207,1
2208,1
2209,0
2210,0
2211,0
2212,0
2213,1
2214,1
2215,0
2216,0
2217,0
2218,0
2219,1
2220,0
2221,1
2222,1
2223,0
2224,0
2225,1
2226,0
2227,1
2228,1
2229,0
2230,0
2231,0
2232,1
2233,1
2234,0
2235,1
2236,0
2237,0
2238,1
2239,1
2240,1
2241,1
2242,1
2243,1
2244,0
2245,0
2246,1
2247,0
2248,0
2249,1
2250,1
2251,1
2252,0
2253,1
2254,1
2255,1
2256,0
2257,0
2258,1
2259,1
2260,0
2261,1
2262,0
2263,0
2264,1
2265,0
2266,1
2267,1
2268,1
2269,1
2270,1
2271,1
2272,0
2273,1
2274,0
2275,0
2276,1
2277,1
2278,0
2279,1
2280,1
2281,0
2282,0
2283,1
2284,1
2285,1
2286,0
2287,1
2288,1
2289,0
2290,0
2291,0
2292,1
2293,1
2294,1
2295,1
2296,0
2297,1
2298,0
2299,0
2300,0
2301,0
2302,0
2303,0
2304,1
2305,1
2306,0
2307,0
2308,1
2309,1
2310,1
2311,0
2312,1
2313,1
2314,0
2315,0
2316,0
2317,1
2318,0
2319,1
2320,0
2321,0
2322,0
2323,1
2324,0
2325,0
2326,1
2327,0
2328,0
2329,1
2330,0
2331,0
2332,0
2333,1
2334,1
2335,1
2336,1
2337,0
2338,0
2339,1
2340,1
2341,0
2342,0
2343,1
2344,1
2345,0
2346,1
2347,0
2348,0
2349,1
2350,1
2351,1
2352,0
2353,0
2354,0
2355,1
2356,0
2357,1
2358,1
2359,0
2360,1
2361,1
2362,1
2363,1
2364,1
2365,1
2366,1
2367,0
2368,1
2369,0
2370,0
2371,1
2372,1
2373,1
2374,1
2375,1
2376,0
2377,1
2378,0
2379,1
2380,0
2381,0
2382,1
2383,1
2384,1
2385,1
2386,1
2387,1
2388,1
2389,0
2390,0
2391,1
2392,0
2393,1
2394,1
2395,1
2396,0
2397,0
2398,1
2399,1
2400,1
2401,1
2402,0
2403,0
2404,0
2405,1
2406,1
2407,1
2408,1
2409,0
2410,0
2411,1
2412,0
2413,1
2414,1
2415,0
2416,0
2417,1
2418,0
2419,1
2420,1
2421,1
2422,1
2423,0
2424,0
2425,1
2426,1
2427,1
2428,0
2429,0
2430,0
2431,1
2432,1
2433,1
2434,1
2435,1
2436,0
2437,1
2438,0
2439,1
2440,1
2441,1
2442,1
2443,1
2444,1
2445,0
2446,1
2447,0
2448,1
2449,0
2450,1
2451,1
2452,1
2453,1
2454,0
2455,1
2456,0
2457,1
2458,1
2459,0
2460,0
2461,1
2462,1
2463,0
2464,1
2465,0
2466,0
2467,1
2468,0
2469,0
2470,0
2471,0
2472,0
2473,1
2474,0
2475,0
2476,0
2477,0
2478,1
2479,0
2480,0
2481,1
2482,1
2483,1
2484,0
2485,0
2486,0
2487,0
2488,1
2489,1
2490,0
2491,1
2492,1
2493,1
2494,1
2495,1
2496,1
2497,1
2498,1
2499,1
2500,0
2501,1
2502,0
2503,1
2504,1
2505,1
2506,0
2507,1
2508,1
2509,1
2510,1
2511,1
2512,1
2513,0
2514,0
2515,1
2516,0
2517,1
2518,1
2519,1
2520,1
2521,0
2522,1
2523,0
2524,1
2525,0
2526,0
2527,1
2528,0
2529,1
2530,0
2531,0
2532,1
2533,0
2534,1
2535,1
2536,0
2537,1
2538,1
2539,1
2540,1
2541,1
2542,1
2543,1
2544,1
2545,0
2546,0
2547,1
2548,1
2549,1
2550,1
2551,1
2552,1
2553,1
2554,0
2555,1
2556,1
2557,1
2558,1
2559,1
2560,1
2561,0
2562,1
2563,1
2564,0
2565,0
2566,0
2567,1
2568,0
2569,1
2570,0
2571,1
2572,0
2573,0
2574,1
2575,1
2576,0
2577,0
2578,1
2579,0
2580,1
2581,1
2582,0
2583,0
2584,1
2585,0
2586,0
2587,0
2588,0
2589,1
2590,1
2591,1
2592,0
2593,0
2594,1
2595,1
2596,0
2597,1
2598,1
2599,0
2600,0
2601,0
2602,0
2603,1
2604,0
2605,0
2606,1
2607,0
2608,0
2609,0
2610,0
2611,1
2612,1
2613,0
2614,0
2615,1
2616,0
2617,1
2618,1
2619,1
2620,1
2621,1
2622,0
2623,1
2624,1
2625,0
2626,1
2627,1
2628,0
2629,1
2630,1
2631,1
2632,1
2633,0
2634,1
2635,1
2636,1
2637,1
2638,1
2639,0
2640,0
2641,0
2642,1
2643,1
2644,1
2645,1
2646,0
2647,0
2648,1
2649,0
2650,1
2651,1
2652,1
2653,0
2654,0
2655,0
2656,0
2657,1
2658,1
2659,0
2660,0
2661,1
2662,1
2663,0
2664,0
2665,0
2666,0
2667,1
2668,0
2669,0
2670,1
2671,0
2672,0
2673,0
2674,0
2675,1
2676,0
2677,1
2678,1
2679,1
2680,0
2681,1
2682,1
2683,0
2684,0
2685,0
2686,0
2687,1
2688,0
2689,0
2690,1
2691,1
2692,1
2693,0
2694,0
2695,1
2696,1
2697,1
2698,1
2699,1
2700,0
2701,0
2702,1
2703,0
2704,1
2705,0
2706,0
2707,1
2708,0
2709,0
2710,0
2711,0
2712,0
2713,1
2714,0
2715,0
2716,1
2717,1
2718,0
2719,0
2720,0
2721,1
2722,1
2723,1
2724,1
2725,0
2726,0
2727,0
2728,1
2729,1
2730,1
2731,1
2732,1
2733,1
2734,0
2735,0
2736,1
2737,0
2738,1
2739,0
2740,0
2741,1
2742,0
2743,0
2744,1
2745,1
2746,0
2747,1
2748,0
2749,0
2750,0
2751,1
2752,0
2753,0
2754,1
2755,1
2756,0
2757,0
2758,0
2759,1
2760,0
2761,1
2762,1
2763,0
2764,0
2765,1
2766,0
2767,1
2768,0
2769,1
2770,1
2771,1
2772,0
2773,1
2774,1
2775,0
2776,1
2777,1
2778,0
2779,1
2780,0
2781,0
2782,0
2783,1
2784,1
2785,1
2786,0
2787,0
2788,1
2789,1
2790,0
2791,1
2792,0
2793,1
2794,1
2795,1
2796,0
2797,1
2798,0
2799,0
2800,0
2801,1
2802,1
2803,0
2804,0
2805,0
2806,0
2807,1
2808,0
2809,0
2810,1
2811,0
2812,1
2813,1
2814,1
2815,1
2816,1
2817,1
2818,0
2819,0
2820,1
2821,1
2822,0
2823,0
2824,1
2825,0
2826,1
2827,1
2828,0
2829,0
2830,1
2831,0
2832,1
2833,1
2834,1
2835,0
2836,0
2837,0
2838,1
2839,0
2840,1
2841,1
2842,1
2843,1
2844,1
2845,1
2846,1
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,0
2854,0
2855,1
2856,1
2857,1
2858,0
2859,1
2860,1
2861,1
2862,0
2863,0
2864,1
2865,1
2866,0
2867,1
2868,0
2869,1
2870,0
2871,1
2872,1
2873,1
2874,0
2875,1
2876,1
2877,1
2878,0
2879,1
2880,1
2881,1
2882,0
2883,1
2884,0
2885,1
2886,1
2887,0
2888,1
2889,1
2890,0
2891,0
2892,1
2893,1
2894,0
2895,1
2896,1
2897,1
2898,0
2899,0
2900,0
2901,0
2902,1
2903,0
2904,0
2905,1
2906,0
2907,0
2908,1
2909,0
2910,0
2911,0
2912,0
2913,1
2914,1
2915,1
2916,1
2917,1
2918,1
2919,1
2920,0
2921,0
2922,0
2923,1
2924,0
2925,0
2926,1
2927,0
2928,1
2929,0
2930,1
2931,0
2932,1
2933,1
2934,0
2935,1
2936,0
2937,1
2938,1
2939,1
2940,0
2941,1
2942,0
2943,0
2944,1
2945,0
2946,1
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,1
2957,1
2958,1
2959,0
2960,0
2961,1
2962,0
2963,0
2964,0
2965,1
2966,0
2967,0
2968,1
2969,0
2970,1
2971,0
2972,0
2973,1
2974,1
2975,1
2976,0
2977,1
2978,0
2979,1
2980,0
2981,0
2982,0
2983,1
2984,1
2985,0
2986,0
2987,0
2988,0
2989,0
2990,1
2991,1
2992,1
2993,1
2994,0
2995,0
2996,1
